Name,Number,Rarity
Magearna V,182/195,Rare Ultra
Regidrago V,183/195,Rare Ultra
Regidrago V,184/195,Rare Ultra
Lugia V,185/195,Rare Ultra
Lugia V,186/195,Rare Ultra
Ho-Oh V,187/195,Rare Ultra
Brandon,188/195,Rare Ultra
Candice,189/195,Rare Ultra
Furisode Girl,190/195,Rare Ultra
Gym Trainer,191/195,Rare Ultra
Lance,192/195,Rare Ultra
Serena,193/195,Rare Ultra
Wallace,194/195,Rare Ultra
Worker,195/195,Rare Ultra
Serperior VSTAR,196/195,Rare Rainbow
Alolan Vulpix VSTAR,197/195,Rare Rainbow
Regieleki VMAX,198/195,Rare Rainbow
Unown VSTAR,199/195,Rare Rainbow
Mawile VSTAR,200/195,Rare Rainbow
Regidrago VSTAR,201/195,Rare Rainbow
Lugia VSTAR,202/195,Rare Rainbow
Brandon,203/195,Rare Rainbow
Candice,204/195,Rare Rainbow
Furisode Girl,205/195,Rare Rainbow
Lance,206/195,Rare Rainbow
Serena,207/195,Rare Rainbow
Wallace,208/195,Rare Rainbow
Worker,209/195,Rare Rainbow
Serperior VSTAR,210/195,Rare Secret
Lugia VSTAR,211/195,Rare Secret
Energy Switch,212/195,Rare Secret
Gapejaw Bog,213/195,Rare Secret
Leafy Camo Poncho,214/195,Rare Secret
V Guard Energy,215/195,Rare Secret
