Name,Number,Rarity
Clefable,75/192,Rare Holo
Natu,76/192,Common
Xatu,77/192,Uncommon
Galarian Corsola,78/192,Common
Galarian Cursola,79/192,Rare Holo
Sigilyph,80/192,Rare
Sandygast,81/192,Common
Palossand,82/192,Uncommon
Hatenna,83/192,Common
Hattrem,84/192,Uncommon
Hatterene,85/192,Rare Holo
Milcery,86/192,Common
Alcremie,87/192,Rare
Indeedee,88/192,Uncommon
Dreepy,89/192,Common
Drakloak,90/192,Uncommon
Dragapult,91/192,Rare Holo
Dragapult V,92/192,Rare Holo V
Dragapult VMAX,93/192,Rare Holo VMAX
Galarian Farfetch'd,94/192,Common
Galarian Sirfetch'd,95/192,Rare Holo
Nosepass,96/192,Common
Meditite,97/192,Common
Medicham,98/192,Uncommon
Barboach,99/192,Common
Whiscash,100/192,Rare
Galarian Yamask,101/192,Common
Galarian Runerigus,102/192,Rare
Binacle,103/192,Common
Barbaracle,104/192,Rare
Rolycoly,105/192,Common
Carkol,106/192,Uncommon
Coalossal,107/192,Rare Holo
Sandaconda V,108/192,Rare Holo V
Falinks,109/192,Uncommon
Falinks V,110/192,Rare Holo V
Stonjourner,111/192,Rare Holo
Koffing,112/192,Common
Galarian Weezing,113/192,Rare Holo
Stunky,114/192,Common
Skuntank,115/192,Uncommon
Spiritomb,116/192,Rare
Trubbish,117/192,Common
Garbodor,118/192,Rare
Vullaby,119/192,Common
Mandibuzz,120/192,Rare
Malamar V,121/192,Rare Holo V
Malamar VMAX,122/192,Rare Holo VMAX
Impidimp,123/192,Common
Morgrem,124/192,Uncommon
Grimmsnarl,125/192,Rare Holo
Galarian Meowth,126/192,Common
Galarian Perrserker,127/192,Rare
Scizor,128/192,Rare
Bronzor,129/192,Common
Bronzong,130/192,Uncommon
Probopass,131/192,Rare
Durant,132/192,Uncommon
Honedge,133/192,Common
Doublade,134/192,Uncommon
Aegislash,135/192,Rare
Copperajah V,136/192,Rare Holo V
Copperajah VMAX,137/192,Rare Holo VMAX
Duraludon,138/192,Rare Holo
Zacian,139/192,Rare
Zamazenta,140/192,Rare
Snorlax,141/192,Rare
Chatot,142/192,Uncommon
Pidove,143/192,Common
Tranquill,144/192,Uncommon
Unfezant,145/192,Rare
Bunnelby,146/192,Common
Diggersby,147/192,Rare
Hawlucha,148/192,Uncommon
Stufful,149/192,Common
Bewear,150/192,Uncommon
Skwovet,151/192,Common
Greedent,152/192,Rare
Dubwool V,153/192,Rare Holo V
Boss's Orders,154/192,Rare Holo
Burning Scarf,155/192,Uncommon
Capacious Bucket,156/192,Uncommon
Cursed Shovel,157/192,Uncommon
Dan,158/192,Uncommon
Full Heal,159/192,Uncommon
Galar Mine,160/192,Uncommon
Milo,161/192,Uncommon
Nugget,162/192,Uncommon
Oleana,163/192,Uncommon
Poké Ball,164/192,Uncommon
Scoop Up Net,165/192,Uncommon
Skyla,166/192,Uncommon
Sonia,167/192,Uncommon
Tool Scrapper,168/192,Uncommon
Training Court,169/192,Uncommon
Turffield Stadium,170/192,Uncommon
Capture Energy,171/192,Uncommon
Horror Psychic Energy,172/192,Uncommon
Speed Lightning Energy,173/192,Uncommon
Twin Energy,174/192,Uncommon
Rillaboom V,175/192,Rare Ultra
Eldegoss V,176/192,Rare Ultra
Ninetales V,177/192,Rare Ultra
Cinderace V,178/192,Rare Ultra
Milotic V,179/192,Rare Ultra
Inteleon V,180/192,Rare Ultra
Boltund V,181/192,Rare Ultra
Toxtricity V,182/192,Rare Ultra
Dragapult V,183/192,Rare Ultra
Sandaconda V,184/192,Rare Ultra
Falinks V,185/192,Rare Ultra
Malamar V,186/192,Rare Ultra
Copperajah V,187/192,Rare Ultra
Dubwool V,188/192,Rare Ultra
Boss's Orders,189/192,Rare Ultra
Milo,190/192,Rare Ultra
Oleana,191/192,Rare Ultra
Sonia,192/192,Rare Ultra
Rillaboom VMAX,193/192,Rare Rainbow
Cinderace VMAX,194/192,Rare Rainbow
Inteleon VMAX,195/192,Rare Rainbow
Toxtricity VMAX,196/192,Rare Rainbow
Dragapult VMAX,197/192,Rare Rainbow
Malamar VMAX,198/192,Rare Rainbow
Copperajah VMAX,199/192,Rare Rainbow
Boss's Orders,200/192,Rare Rainbow
Milo,201/192,Rare Rainbow
Oleana,202/192,Rare Rainbow
Sonia,203/192,Rare Rainbow
Frosmoth,204/192,Rare Secret
Galarian Perrserker,205/192,Rare Secret
Big Charm,206/192,Rare Secret
Scoop Up Net,207/192,Rare Secret
Tool Scrapper,208/192,Rare Secret
Twin Energy,209/192,Rare Secret
