Name,Number,Rarity
Hisuian Sneasler V,174/189,Rare Ultra
Hisuian Sneasler V,175/189,Rare Ultra
Hisuian Samurott V,176/189,Rare Ultra
Origin Forme Dialga V,177/189,Rare Ultra
Garchomp V,178/189,Rare Ultra
Oranguru V,179/189,Rare Ultra
Wyrdeer V,180/189,Rare Ultra
Adaman,181/189,Rare Ultra
Choy,182/189,Rare Ultra
Cyllene,183/189,Rare Ultra
Gardenia's Vigor,184/189,Rare Ultra
Grant,185/189,Rare Ultra
Irida,186/189,Rare Ultra
Kamado,187/189,Rare Ultra
Roxanne,188/189,Rare Ultra
Zisu,189/189,Rare Ultra
Hisuian Lilligant VSTAR,190/189,Rare Rainbow
Heatran VMAX,191/189,Rare Rainbow
Origin Forme Palkia VSTAR,192/189,Rare Rainbow
Hisuian Typhlosion VSTAR,193/189,Rare Rainbow
Machamp VMAX,194/189,Rare Rainbow
Hisuian Decidueye VSTAR,195/189,Rare Rainbow
Kleavor VSTAR,196/189,Rare Rainbow
Hisuian Samurott VSTAR,197/189,Rare Rainbow
Origin Forme Dialga VSTAR,198/189,Rare Rainbow
Adaman,199/189,Rare Rainbow
Choy,200/189,Rare Rainbow
Cyllene,201/189,Rare Rainbow
Gardenia's Vigor,202/189,Rare Rainbow
Grant,203/189,Rare Rainbow
Irida,204/189,Rare Rainbow
Kamado,205/189,Rare Rainbow
Roxanne,206/189,Rare Rainbow
Zisu,207/189,Rare Rainbow
Origin Forme Palkia VSTAR,208/189,Rare Secret
Hisuian Samurott VSTAR,209/189,Rare Secret
Origin Forme Dialga VSTAR,210/189,Rare Secret
Choice Belt,211/189,Rare Secret
Jubilife Village,212/189,Rare Secret
Path to the Peak,213/189,Rare Secret
Temple of Sinnoh,214/189,Rare Secret
Trekking Shoes,215/189,Rare Secret
Double Turbo Energy,216/189,Rare Secret
