Name,Number,Rarity
Scizor V,118/189,Rare Holo V
Scizor VMAX,119/189,Rare Holo VMAX
Skarmory,120/189,Common
Aron,121/189,Common
Lairon,122/189,Uncommon
Aggron,123/189,Rare Holo
Escavalier,124/189,Rare
Klink,125/189,Common
Klang,126/189,Uncommon
Klinklang,127/189,Rare
Galarian Stunfisk V,128/189,Rare Holo V
Meltan,129/189,Common
Melmetal,130/189,Rare
Cufant,131/189,Common
Copperajah,132/189,Rare Holo
Kangaskhan,133/189,Rare Holo
Tauros,134/189,Common
Sentret,135/189,Common
Furret,136/189,Uncommon
Dunsparce,137/189,Common
Teddiursa,138/189,Common
Ursaring,139/189,Uncommon
Lugia,140/189,Rare
Skitty,141/189,Common
Delcatty,142/189,Rare
Salamence V,143/189,Rare Holo V
Salamence VMAX,144/189,Rare Holo VMAX
Starly,145/189,Common
Staravia,146/189,Uncommon
Staraptor,147/189,Rare
Ducklett,148/189,Common
Swanna,149/189,Rare
Bunnelby,150/189,Common
Fletchling,151/189,Common
Skwovet,152/189,Common
Greedent,153/189,Rare
Rookidee,154/189,Common
Corvisquire,155/189,Uncommon
Corviknight,156/189,Rare Holo
Big Parasol,157/189,Uncommon
Billowing Smoke,158/189,Uncommon
Bird Keeper,159/189,Uncommon
Cape of Toughness,160/189,Uncommon
Familiar Bell,161/189,Uncommon
Glimwood Tangle,162/189,Uncommon
Kabu,163/189,Uncommon
Old PC,164/189,Uncommon
Piers,165/189,Uncommon
Pokémon Breeder's Nurturing,166/189,Uncommon
Rare Fossil,167/189,Uncommon
Rose,168/189,Uncommon
Rose Tower,169/189,Uncommon
Spikemuth,170/189,Uncommon
Struggle Gloves,171/189,Uncommon
Turbo Patch,172/189,Uncommon
Yell Horn,173/189,Uncommon
Heat Fire Energy,174/189,Uncommon
Hiding Darkness Energy,175/189,Uncommon
Powerful Colorless Energy,176/189,Uncommon
Butterfree V,177/189,Rare Ultra
Houndoom V,178/189,Rare Ultra
Centiskorch V,179/189,Rare Ultra
Vikavolt V,180/189,Rare Ultra
Rhyperior V,181/189,Rare Ultra
Crobat V,182/189,Rare Ultra
Scizor V,183/189,Rare Ultra
Galarian Stunfisk V,184/189,Rare Ultra
Salamence V,185/189,Rare Ultra
Kabu,186/189,Rare Ultra
Piers,187/189,Rare Ultra
Pokémon Breeder's Nurturing,188/189,Rare Ultra
Rose,189/189,Rare Ultra
Butterfree VMAX,190/189,Rare Rainbow
Centiskorch VMAX,191/189,Rare Rainbow
Eternatus VMAX,192/189,Rare Rainbow
Scizor VMAX,193/189,Rare Rainbow
Salamence VMAX,194/189,Rare Rainbow
Pokémon Breeder's Nurturing,195/189,Rare Rainbow
Rose,196/189,Rare Rainbow
Rillaboom,197/189,Rare Secret
Coalossal,198/189,Rare Secret
Big Parasol,199/189,Rare Secret
Turbo Patch,200/189,Rare Secret
Capture Energy,201/189,Rare Secret
