Name,Number,Rarity
Mawile,71/196,Common
Shuppet,72/196,Common
Banette,73/196,Rare
Cresselia,74/196,Rare Holo
Hisuian Zorua,75/196,Common
Hisuian Zoroark,76/196,Rare Holo
Inkay,77/196,Common
Malamar,78/196,Rare
Comfey,79/196,Rare
Mimikyu,80/196,Rare
Spectrier,81/196,Rare Holo
Enamorus V,82/196,Rare Holo V
Hisuian Growlithe,83/196,Common
Hisuian Arcanine,84/196,Rare Holo
Poliwrath,85/196,Rare
Machop,86/196,Common
Machoke,87/196,Uncommon
Machamp,88/196,Rare Holo
Rhyhorn,89/196,Common
Rhydon,90/196,Uncommon
Rhyperior,91/196,Rare
Aerodactyl V,92/196,Rare Holo V
Aerodactyl VSTAR,93/196,Rare Holo VSTAR
Sudowoodo,94/196,Common
Gligar,95/196,Common
Gliscor,96/196,Rare
Makuhita,97/196,Common
Hariyama,98/196,Uncommon
Meditite,99/196,Common
Medicham,100/196,Uncommon
Relicanth,101/196,Uncommon
Gastrodon,102/196,Uncommon
Mienfoo,103/196,Common
Mienshao,104/196,Uncommon
Landorus,105/196,Rare
Binacle,106/196,Common
Barbaracle,107/196,Rare Holo
Carbink,108/196,Uncommon
Rockruff,109/196,Common
Falinks,110/196,Common
Stonjourner,111/196,Rare
Spinarak,112/196,Common
Ariados,113/196,Rare
Murkrow,114/196,Common
Honchkrow,115/196,Rare
Seviper,116/196,Uncommon
Spiritomb,117/196,Rare
Drapion V,118/196,Rare Holo V
Drapion VSTAR,119/196,Rare Holo VSTAR
Darkrai,120/196,Rare Holo
Inkay,121/196,Common
Hoopa,122/196,Rare
Radiant Hisuian Sneasler,123/196,Radiant Rare
Radiant Steelix,124/196,Radiant Rare
Bronzor,125/196,Common
Bronzong,126/196,Uncommon
Galarian Stunfisk,127/196,Uncommon
Magearna,128/196,Rare
Galarian Perrserker V,129/196,Rare Holo V
Giratina V,130/196,Rare Holo V
Giratina VSTAR,131/196,Rare Holo VSTAR
Goomy,132/196,Common
Hisuian Sliggoo,133/196,Uncommon
Hisuian Goodra,134/196,Rare Holo
Hisuian Goodra V,135/196,Rare Holo V
Hisuian Goodra VSTAR,136/196,Rare Holo VSTAR
Pidgeot V,137/196,Rare Holo V
Lickitung,138/196,Common
Lickilicky,139/196,Uncommon
Porygon,140/196,Common
Porygon2,141/196,Uncommon
Porygon-Z,142/196,Rare
Snorlax,143/196,Rare Holo
Aipom,144/196,Common
Ambipom,145/196,Uncommon
Hisuian Zoroark V,146/196,Rare Holo V
Hisuian Zoroark VSTAR,147/196,Rare Holo VSTAR
Bouffalant,148/196,Rare
Komala,149/196,Uncommon
Skwovet,150/196,Common
Greedent,151/196,Rare
Arc Phone,152/196,Uncommon
Arezu,153/196,Uncommon
Box of Disaster,154/196,Uncommon
Colress's Experiment,155/196,Uncommon
Damage Pump,156/196,Uncommon
Fantina,157/196,Uncommon
Iscan,158/196,Uncommon
Lady,159/196,Uncommon
Lake Acuity,160/196,Uncommon
Lost City,161/196,Uncommon
Lost Vacuum,162/196,Uncommon
Mirage Gate,163/196,Uncommon
Miss Fortune Sisters,164/196,Uncommon
Panic Mask,165/196,Uncommon
Riley,166/196,Uncommon
Thorton,167/196,Uncommon
Tool Box,168/196,Uncommon
Volo,169/196,Rare Holo
Windup Arm,170/196,Uncommon
Gift Energy,171/196,Uncommon
Hisuian Electrode V,172/196,Rare Ultra
Delphox V,173/196,Rare Ultra
Kyurem V,174/196,Rare Ultra
Magnezone V,175/196,Rare Ultra
Rotom V,176/196,Rare Ultra
Rotom V,177/196,Rare Ultra
Enamorus V,178/196,Rare Ultra
Aerodactyl V,179/196,Rare Ultra
Aerodactyl V,180/196,Rare Ultra
Gallade V,181/196,Rare Ultra
Drapion V,182/196,Rare Ultra
Galarian Perrserker V,183/196,Rare Ultra
Galarian Perrserker V,184/196,Rare Ultra
Giratina V,185/196,Rare Ultra
Giratina V,186/196,Rare Ultra
Hisuian Goodra V,187/196,Rare Ultra
Pidgeot V,188/196,Rare Ultra
Arezu,189/196,Rare Ultra
Colress's Experiment,190/196,Rare Ultra
Fantina,191/196,Rare Ultra
Iscan,192/196,Rare Ultra
Lady,193/196,Rare Ultra
Miss Fortune Sisters,194/196,Rare Ultra
Thorton,195/196,Rare Ultra
Volo,196/196,Rare Ultra
Kyurem VMAX,197/196,Rare Rainbow
Magnezone VSTAR,198/196,Rare Rainbow
Aerodactyl VSTAR,199/196,Rare Rainbow
Drapion VSTAR,200/196,Rare Rainbow
Giratina VSTAR,201/196,Rare Rainbow
Hisuian Goodra VSTAR,202/196,Rare Rainbow
Hisuian Zoroark VSTAR,203/196,Rare Rainbow
Arezu,204/196,Rare Rainbow
Colress's Experiment,205/196,Rare Rainbow
Fantina,206/196,Rare Rainbow
Iscan,207/196,Rare Rainbow
Lady,208/196,Rare Rainbow
Miss Fortune Sisters,209/196,Rare Rainbow
Thorton,210/196,Rare Rainbow
Volo,211/196,Rare Rainbow
Giratina VSTAR,212/196,Rare Secret
Hisuian Zoroark VSTAR,213/196,Rare Secret
Box of Disaster,214/196,Rare Secret
Collapsed Stadium,215/196,Rare Secret
Dark Patch,216/196,Rare Secret
Lost Vacuum,217/196,Rare Secret
