Name,Number,Rarity
Metagross VMAX,208/198,Rare Rainbow
Tornadus VMAX,209/198,Rare Rainbow
Agatha,210/198,Rare Rainbow
Avery,211/198,Rare Rainbow
Brawly,212/198,Rare Rainbow
Caitlin,213/198,Rare Rainbow
Doctor,214/198,Rare Rainbow
Flannery,215/198,Rare Rainbow
Karen's Conviction,216/198,Rare Rainbow
Klara,217/198,Rare Rainbow
Melony,218/198,Rare Rainbow
Peonia,219/198,Rare Rainbow
Peony,220/198,Rare Rainbow
Siebold,221/198,Rare Rainbow
Electrode,222/198,Rare Secret
Bronzong,223/198,Rare Secret
Snorlax,224/198,Rare Secret
Echoing Horn,225/198,Rare Secret
Fan of Waves,226/198,Rare Secret
Fog Crystal,227/198,Rare Secret
Rugged Helmet,228/198,Rare Secret
Urn of Vitality,229/198,Rare Secret
Welcoming Lantern,230/198,Rare Secret
Water Energy,231/198,Rare Secret
Psychic Energy,232/198,Rare Secret
Fighting Energy,233/198,Rare Secret
