Name,Number,Rarity
Galarian Zigzagoon,159/264,Common
Galarian Linoone,160/264,Uncommon
Galarian Obstagoon,161/264,Rare Holo
Carvanha,162/264,Common
Sharpedo,163/264,Uncommon
Absol,164/264,Rare
Croagunk,165/264,Common
Toxicroak,166/264,Rare
Darkrai,167/264,Uncommon
Trubbish,168/264,Common
Garbodor,169/264,Uncommon
Zorua,170/264,Common
Zoroark,171/264,Uncommon
Vullaby,172/264,Common
Mandibuzz,173/264,Uncommon
Pangoro,174/264,Uncommon
Yveltal,175/264,Rare
Impidimp,176/264,Common
Morgrem,177/264,Uncommon
Grimmsnarl,178/264,Rare Holo
Morpeko,179/264,Common
Galarian Meowth,180/264,Common
Galarian Perrserker,181/264,Uncommon
Skarmory,182/264,Common
Excadrill,183/264,Uncommon
Durant,184/264,Common
Genesect V,185/264,Rare Holo V
Klefki,186/264,Common
Togedemaru,187/264,Uncommon
Meltan,188/264,Common
Melmetal,189/264,Rare Holo
Corviknight,190/264,Rare
Cufant,191/264,Common
Copperajah,192/264,Uncommon
Latias,193/264,Rare
Latios,194/264,Rare
Goomy,195/264,Common
Sliggoo,196/264,Uncommon
Goodra,197/264,Rare
Turtonator,198/264,Uncommon
Meowth,199/264,Common
Persian,200/264,Uncommon
Dodrio V,201/264,Rare Holo V
Chansey,202/264,Common
Blissey,203/264,Rare
Kangaskhan,204/264,Rare
Eevee,205/264,Common
Snorlax,206/264,Common
Dunsparce,207/264,Uncommon
Stantler,208/264,Uncommon
Smeargle,209/264,Common
Skitty,210/264,Common
Delcatty,211/264,Uncommon
Buneary,212/264,Common
Lopunny,213/264,Uncommon
Bunnelby,214/264,Common
Diggersby,215/264,Uncommon
Hawlucha,216/264,Uncommon
Greedent V,217/264,Rare Holo V
Greedent VMAX,218/264,Rare Holo VMAX
Rookidee,219/264,Common
Corvisquire,220/264,Uncommon
Wooloo,221/264,Common
Wooloo,222/264,Common
Dubwool,223/264,Uncommon
Adventurer's Discovery,224/264,Uncommon
Battle VIP Pass,225/264,Uncommon
Bug Catcher,226/264,Uncommon
Chili & Cilan & Cress,227/264,Uncommon
Cook,228/264,Uncommon
Cram-o-matic,229/264,Uncommon
Cross Switcher,230/264,Uncommon
Crossceiver,231/264,Uncommon
Dancer,232/264,Uncommon
Elesa's Sparkle,233/264,Uncommon
Farewell Bell,234/264,Uncommon
Judge,235/264,Uncommon
Power Tablet,236/264,Uncommon
Quick Ball,237/264,Uncommon
Schoolboy,238/264,Uncommon
Schoolgirl,239/264,Uncommon
Shauna,240/264,Uncommon
Sidney,241/264,Uncommon
Skaters' Park,242/264,Uncommon
Spongy Gloves,243/264,Uncommon
Fusion Strike Energy,244/264,Uncommon
Celebi V,245/264,Rare Ultra
Tsareena V,246/264,Rare Ultra
Chandelure V,247/264,Rare Ultra
Crabominable V,248/264,Rare Ultra
Boltund V,249/264,Rare Ultra
Mew V,250/264,Rare Ultra
Mew V,251/264,Rare Ultra
Sandaconda V,252/264,Rare Ultra
Hoopa V,253/264,Rare Ultra
Genesect V,254/264,Rare Ultra
Genesect V,255/264,Rare Ultra
Greedent V,256/264,Rare Ultra
Greedent V,257/264,Rare Ultra
Chili & Cilan & Cress,258/264,Rare Ultra
Dancer,259/264,Rare Ultra
Elesa's Sparkle,260/264,Rare Ultra
Schoolboy,261/264,Rare Ultra
Schoolgirl,262/264,Rare Ultra
Shauna,263/264,Rare Ultra
Sidney,264/264,Rare Ultra
Chandelure VMAX,265/264,Rare Rainbow
Inteleon VMAX,266/264,Rare Rainbow
Boltund VMAX,267/264,Rare Rainbow
Mew VMAX,268/264,Rare Rainbow
Mew VMAX,269/264,Rare Rainbow
Espeon VMAX,270/264,Rare Rainbow
Gengar VMAX,271/264,Rare Rainbow
Greedent VMAX,272/264,Rare Rainbow
Chili & Cilan & Cress,273/264,Rare Rainbow
Dancer,274/264,Rare Rainbow
Elesa's Sparkle,275/264,Rare Rainbow
Schoolboy,276/264,Rare Rainbow
Schoolgirl,277/264,Rare Rainbow
Shauna,278/264,Rare Rainbow
Sidney,279/264,Rare Rainbow
Flaaffy,280/264,Rare Secret
Power Tablet,281/264,Rare Secret
Training Court,282/264,Rare Secret
Grass Energy,283/264,Rare Secret
Fire Energy,284/264,Rare Secret
