Name,Number,Rarity
Slurpuff,94/217,Uncommon
Hop's Phantump,95/217,Common
Hop's Trevenant,96/217,Rare
Team Rocket's Mimikyu,97/217,Uncommon
Spectrier,98/217,Rare
Munkidori,99/217,Rare
Team Rocket's Diglett,100/217,Common
Team Rocket's Dugtrio,101/217,Uncommon
Hitmontop,102/217,Common
Meditite,103/217,Common
Medicham,104/217,Common
Lunatone,105/217,Rare
Solrock,106/217,Uncommon
Regirock ex,107/217,Double Rare
Groudon,108/217,Rare
Cynthia's Gible,109/217,Common
Cynthia's Gabite,110/217,Uncommon
Cynthia's Garchomp ex,111/217,Double Rare
Riolu,112/217,Common
Mega Lucario ex,113/217,Double Rare
Stunfisk ex,114/217,Double Rare
Pancham,115/217,Common
Mega Hawlucha ex,116/217,Double Rare
Carbink,117/217,Uncommon
Rolycoly,118/217,Common
Carkol,119/217,Common
Coalossal,120/217,Rare
Koraidon ex,121/217,Double Rare
Okidogi,122/217,Rare
Gastly,123/217,Common
Haunter,124/217,Uncommon
Mega Gengar ex,125/217,Double Rare
Team Rocket's Murkrow,126/217,Common
Team Rocket's Honchkrow,127/217,Rare
Poochyena,128/217,Common
Mightyena,129/217,Uncommon
Galarian Zigzagoon,130/217,Common
Galarian Linoone,131/217,Common
Galarian Obstagoon,132/217,Uncommon
Cynthia's Spiritomb,133/217,Uncommon
Scraggy,134/217,Common
Mega Scrafty ex,135/217,Double Rare
N's Zorua,136/217,Common
N's Zoroark ex,137/217,Double Rare
Vullaby,138/217,Common
Mandibuzz ex,139/217,Double Rare
Pangoro,140/217,Uncommon
Hoopa,141/217,Rare
Fezandipiti ex,142/217,Double Rare
Pecharunt,143/217,Rare
Mawile,144/217,Uncommon
Registeel ex,145/217,Double Rare
Pawniard,146/217,Common
Bisharp,147/217,Common
Kingambit,148/217,Rare
Togedemaru ex,149/217,Double Rare
Dratini,150/217,Common
Dragonair,151/217,Uncommon
Mega Dragonite ex,152/217,Double Rare
Rayquaza,153/217,Rare
N's Reshiram,154/217,Rare
N's Zekrom,155/217,Rare
Noibat,156/217,Common
Noivern,157/217,Uncommon
Dreepy,158/217,Common
Drakloak,159/217,Common
Dragapult ex,160/217,Double Rare
Team Rocket's Meowth,161/217,Common
Team Rocket's Kangaskhan ex,162/217,Double Rare
Larry's Dunsparce,163/217,Common
Larry's Dudunsparce ex,164/217,Double Rare
Skitty,165/217,Common
Delcatty,166/217,Uncommon
Zangoose ex,167/217,Double Rare
Larry's Starly,168/217,Common
Larry's Staravia,169/217,Uncommon
Larry's Staraptor,170/217,Rare
Fan Rotom,171/217,Common
Mega Audino ex,172/217,Double Rare
Larry's Rufflet,173/217,Common
Larry's Braviary,174/217,Uncommon
Larry's Komala,175/217,Common
Drampa,176/217,Uncommon
Hop's Cramorant,177/217,Uncommon
Terapagos,178/217,Rare
Terapagos ex,179/217,Double Rare
Acerola's Mischief,180/217,Uncommon
Air Balloon,181/217,Uncommon
Anthea & Concordia,182/217,Uncommon
Boss's Orders,183/217,Uncommon
Buddy-Buddy Poffin,184/217,Common
Canari,185/217,Uncommon
Counter Gain,186/217,Common
Fighting Gong,187/217,Uncommon
Forest of Vitality,188/217,Uncommon
Glass Trumpet,189/217,Common
Iris's Fighting Spirit,190/217,Uncommon
Light Ball,191/217,Uncommon
Lillie's Determination,192/217,Uncommon
Mega Signal,193/217,Common
Mystery Garden,194/217,Uncommon
N's PP Up,195/217,Uncommon
Night Stretcher,196/217,Common
Nighttime Mine,197/217,Uncommon
Poké Pad,198/217,Common
Premium Power Pro,199/217,Uncommon
Surfer,200/217,Common
Team Rocket's Archer,201/217,Uncommon
Team Rocket's Ariana,202/217,Uncommon
Team Rocket's Factory,203/217,Uncommon
Team Rocket's Giovanni,204/217,Uncommon
Team Rocket's Great Ball,205/217,Uncommon
Team Rocket's Hypnotizer,206/217,Uncommon
Team Rocket's Petrel,207/217,Uncommon
Team Rocket's Proton,208/217,Uncommon
Team Rocket's Transceiver,209/217,Uncommon
Team Rocket's Watchtower,210/217,Uncommon
Thick Scale,211/217,Uncommon
Tool Scrapper,212/217,Common
Ultra Ball,213/217,Common
Urbain,214/217,Uncommon
Waitress,215/217,Common
Prism Energy,216/217,Uncommon
Team Rocket's Energy,217/217,Uncommon
Erika's Tangela,218/217,Illustration Rare
Beautifly,219/217,Illustration Rare
Dustox,220/217,Illustration Rare
Budew,221/217,Illustration Rare
Ethan's Magcargo,222/217,Illustration Rare
Numel,223/217,Illustration Rare
Salazzle,224/217,Illustration Rare
Scorbunny,225/217,Illustration Rare
Psyduck,226/217,Illustration Rare
Snorunt,227/217,Illustration Rare
Weavile,228/217,Illustration Rare
Heliolisk,229/217,Illustration Rare
Vikavolt,230/217,Illustration Rare
Iono's Wattrel,231/217,Illustration Rare
Marill,232/217,Illustration Rare
Misdreavus,233/217,Illustration Rare
Banette,234/217,Illustration Rare
Togekiss,235/217,Illustration Rare
Slurpuff,236/217,Illustration Rare
Hop's Trevenant,237/217,Illustration Rare
Team Rocket's Mimikyu,238/217,Illustration Rare
Team Rocket's Dugtrio,239/217,Illustration Rare
Hitmontop,240/217,Illustration Rare
Medicham,241/217,Illustration Rare
Carbink,242/217,Illustration Rare
Mightyena,243/217,Illustration Rare
Cynthia's Spiritomb,244/217,Illustration Rare
Galarian Obstagoon,245/217,Illustration Rare
Mawile,246/217,Illustration Rare
Dreepy,247/217,Illustration Rare
Drakloak,248/217,Illustration Rare
Larry's Staraptor,249/217,Illustration Rare
Fan Rotom,250/217,Illustration Rare
Sprigatito ex,251/217,Ultra Rare
Stunfisk ex,252/217,Ultra Rare
Mega Audino ex,253/217,Ultra Rare
Anthea & Concordia,254/217,Ultra Rare
Black Belt's Training,255/217,Ultra Rare
Boss's Orders,256/217,Ultra Rare
Canari,257/217,Ultra Rare
Cheren,258/217,Ultra Rare
Counter Gain,259/217,Ultra Rare
Glass Trumpet,260/217,Ultra Rare
Jamming Tower,261/217,Ultra Rare
N's PP Up,262/217,Ultra Rare
Team Rocket's Transceiver,263/217,Ultra Rare
Ultra Ball,264/217,Ultra Rare
Mega Froslass ex,265/217,MEGA_ATTACK_RARE
Mega Eelektross ex,266/217,MEGA_ATTACK_RARE
Mega Diancie ex,267/217,MEGA_ATTACK_RARE
Mega Hawlucha ex,268/217,MEGA_ATTACK_RARE
Mega Gengar ex,269/217,MEGA_ATTACK_RARE
Mega Scrafty ex,270/217,MEGA_ATTACK_RARE
Mega Dragonite ex,271/217,MEGA_ATTACK_RARE
Mega Meganium ex,272/217,Special Illustration Rare
Mega Emboar ex,273/217,Special Illustration Rare
Mega Feraligatr ex,274/217,Special Illustration Rare
Mega Froslass ex,275/217,Special Illustration Rare
Pikachu ex,276/217,Special Illustration Rare
Pikachu ex,277/217,Special Illustration Rare
Mega Eelektross ex,278/217,Special Illustration Rare
Iono's Bellibolt ex,279/217,Special Illustration Rare
Lillie's Clefairy ex,280/217,Special Illustration Rare
Team Rocket's Mewtwo ex,281/217,Special Illustration Rare
Mega Diancie ex,282/217,Special Illustration Rare
Mega Hawlucha ex,283/217,Special Illustration Rare
Mega Gengar ex,284/217,Special Illustration Rare
Mega Scrafty ex,285/217,Special Illustration Rare
N's Zoroark ex,286/217,Special Illustration Rare
Marnie's Grimmsnarl ex,287/217,Special Illustration Rare
Fezandipiti ex,288/217,Special Illustration Rare
Steven's Metagross ex,289/217,Special Illustration Rare
Mega Dragonite ex,290/217,Special Illustration Rare
Canari,291/217,Special Illustration Rare
Iris's Fighting Spirit,292/217,Special Illustration Rare
Surfer,293/217,Special Illustration Rare
Mega Charizard Y ex,294/217,Mega Hyper Rare
Mega Dragonite ex,295/217,Mega Hyper Rare
