Name,Number,Rarity
Dragonite ex,159/197,Double Rare
Altaria,160/197,Uncommon
Drampa,161/197,Uncommon
Pidgey,162/197,Common
Pidgeotto,163/197,Uncommon
Pidgeot ex,164/197,Double Rare
Kangaskhan,165/197,Uncommon
Eevee,166/197,Common
Zigzagoon,167/197,Common
Linoone,168/197,Uncommon
Swablu,169/197,Common
Lillipup,170/197,Common
Herdier,171/197,Common
Stoutland,172/197,Uncommon
Audino,173/197,Common
Bouffalant,174/197,Uncommon
Bunnelby,175/197,Common
Yungoos,176/197,Common
Gumshoos,177/197,Uncommon
Skwovet,178/197,Common
Greedent ex,179/197,Double Rare
Lechonk,180/197,Common
Lechonk,181/197,Common
Lechonk,182/197,Common
Oinkologne,183/197,Uncommon
Oinkologne,184/197,Uncommon
Flamigo,185/197,Uncommon
Arven,186/197,Uncommon
Brassius,187/197,Uncommon
Geeta,188/197,Rare
Letter of Encouragement,189/197,Uncommon
Ortega,190/197,Uncommon
Patrol Cap,191/197,Uncommon
Pokémon League Headquarters,192/197,Uncommon
Poppy,193/197,Uncommon
Ryme,194/197,Common
Team Star Grunt,195/197,Uncommon
Town Store,196/197,Common
Vengeful Punch,197/197,Uncommon
Gloom,198/197,Illustration Rare
Ninetales,199/197,Illustration Rare
Palafin,200/197,Illustration Rare
Bellibolt,201/197,Illustration Rare
Cleffa,202/197,Illustration Rare
Larvitar,203/197,Illustration Rare
Houndour,204/197,Illustration Rare
Scizor,205/197,Illustration Rare
Varoom,206/197,Illustration Rare
Pidgey,207/197,Illustration Rare
Pidgeotto,208/197,Illustration Rare
Lechonk,209/197,Illustration Rare
Eiscue ex,210/197,Ultra Rare
Tyranitar ex,211/197,Ultra Rare
Vespiquen ex,212/197,Ultra Rare
Glimmora ex,213/197,Ultra Rare
Absol ex,214/197,Ultra Rare
Charizard ex,215/197,Ultra Rare
Revavroom ex,216/197,Ultra Rare
Pidgeot ex,217/197,Ultra Rare
Geeta,218/197,Ultra Rare
Ortega,219/197,Ultra Rare
Poppy,220/197,Ultra Rare
Ryme,221/197,Ultra Rare
Eiscue ex,222/197,Special Illustration Rare
Charizard ex,223/197,Special Illustration Rare
Revavroom ex,224/197,Special Illustration Rare
Pidgeot ex,225/197,Special Illustration Rare
Geeta,226/197,Special Illustration Rare
Poppy,227/197,Special Illustration Rare
Charizard ex,228/197,Hyper Rare
Artazon,229/197,Hyper Rare
Basic Fire Energy,230/197,Hyper Rare
