Name,Number,Rarity
Vileplume,94/91,Shiny Rare
Scyther,95/91,Shiny Rare
Hoppip,96/91,Shiny Rare
Skiploom,97/91,Shiny Rare
Jumpluff,98/91,Shiny Rare
Pineco,99/91,Shiny Rare
Snover,100/91,Shiny Rare
Abomasnow,101/91,Shiny Rare
Smoliv,102/91,Shiny Rare
Dolliv,103/91,Shiny Rare
Arboliva,104/91,Shiny Rare
Toedscool,105/91,Shiny Rare
Capsakid,106/91,Shiny Rare
Scovillain,107/91,Shiny Rare
Rellor,108/91,Shiny Rare
Charmander,109/91,Shiny Rare
Charmeleon,110/91,Shiny Rare
Paldean Tauros,111/91,Shiny Rare
Entei,112/91,Shiny Rare
Oricorio,113/91,Shiny Rare
Charcadet,114/91,Shiny Rare
Armarouge,115/91,Shiny Rare
Slowpoke,116/91,Shiny Rare
Slowbro,117/91,Shiny Rare
Staryu,118/91,Shiny Rare
Starmie,119/91,Shiny Rare
Paldean Tauros,120/91,Shiny Rare
Wiglett,121/91,Shiny Rare
Wugtrio,122/91,Shiny Rare
Finizen,123/91,Shiny Rare
Palafin,124/91,Shiny Rare
Veluza,125/91,Shiny Rare
Dondozo,126/91,Shiny Rare
Tatsugiri,127/91,Shiny Rare
Frigibax,128/91,Shiny Rare
Arctibax,129/91,Shiny Rare
Baxcalibur,130/91,Shiny Rare
Pikachu,131/91,Shiny Rare
Raichu,132/91,Shiny Rare
Voltorb,133/91,Shiny Rare
Electrode,134/91,Shiny Rare
Shinx,135/91,Shiny Rare
Luxio,136/91,Shiny Rare
Luxray,137/91,Shiny Rare
Pachirisu,138/91,Shiny Rare
Thundurus,139/91,Shiny Rare
Toxel,140/91,Shiny Rare
Toxtricity,141/91,Shiny Rare
Pawmi,142/91,Shiny Rare
Pawmo,143/91,Shiny Rare
Pawmot,144/91,Shiny Rare
Wattrel,145/91,Shiny Rare
Kilowattrel,146/91,Shiny Rare
Wigglytuff,147/91,Shiny Rare
Abra,148/91,Shiny Rare
Kadabra,149/91,Shiny Rare
Cleffa,150/91,Shiny Rare
Natu,151/91,Shiny Rare
Xatu,152/91,Shiny Rare
Ralts,153/91,Shiny Rare
Kirlia,154/91,Shiny Rare
Drifloon,155/91,Shiny Rare
Drifblim,156/91,Shiny Rare
Mime Jr.,157/91,Shiny Rare
Spiritomb,158/91,Shiny Rare
Klefki,159/91,Shiny Rare
Mimikyu,160/91,Shiny Rare
Dachsbun,161/91,Shiny Rare
Ceruledge,162/91,Shiny Rare
Rabsca,163/91,Shiny Rare
Flittle,164/91,Shiny Rare
Tinkatink,165/91,Shiny Rare
Tinkatuff,166/91,Shiny Rare
Tinkaton,167/91,Shiny Rare
Houndstone,168/91,Shiny Rare
Mankey,169/91,Shiny Rare
Primeape,170/91,Shiny Rare
Annihilape,171/91,Shiny Rare
Paldean Tauros,172/91,Shiny Rare
Riolu,173/91,Shiny Rare
Lucario,174/91,Shiny Rare
Hawlucha,175/91,Shiny Rare
Nacli,176/91,Shiny Rare
Naclstack,177/91,Shiny Rare
Garganacl,178/91,Shiny Rare
Glimmet,179/91,Shiny Rare
Paldean Wooper,180/91,Shiny Rare
Murkrow,181/91,Shiny Rare
Sneasel,182/91,Shiny Rare
Weavile,183/91,Shiny Rare
Sableye,184/91,Shiny Rare
Pawniard,185/91,Shiny Rare
Bisharp,186/91,Shiny Rare
Kingambit,187/91,Shiny Rare
Mabosstiff,188/91,Shiny Rare
Shroodle,189/91,Shiny Rare
Grafaiai,190/91,Shiny Rare
Scizor,191/91,Shiny Rare
Varoom,192/91,Shiny Rare
Revavroom,193/91,Shiny Rare
Noibat,194/91,Shiny Rare
Cyclizar,195/91,Shiny Rare
Pidgey,196/91,Shiny Rare
Pidgeotto,197/91,Shiny Rare
Jigglypuff,198/91,Shiny Rare
Doduo,199/91,Shiny Rare
Dodrio,200/91,Shiny Rare
Ditto,201/91,Shiny Rare
Snorlax,202/91,Shiny Rare
Wingull,203/91,Shiny Rare
Pelipper,204/91,Shiny Rare
Skwovet,205/91,Shiny Rare
Greedent,206/91,Shiny Rare
Lechonk,207/91,Shiny Rare
Oinkologne,208/91,Shiny Rare
Tandemaus,209/91,Shiny Rare
Maushold,210/91,Shiny Rare
Flamigo,211/91,Shiny Rare
Forretress ex,212/91,Shiny Ultra Rare
Toedscruel ex,213/91,Shiny Ultra Rare
Espathra ex,214/91,Shiny Ultra Rare
Alakazam ex,215/91,Shiny Ultra Rare
Mew ex,216/91,Shiny Ultra Rare
Gardevoir ex,217/91,Shiny Ultra Rare
Glimmora ex,218/91,Shiny Ultra Rare
Paldean Clodsire ex,219/91,Shiny Ultra Rare
Noivern ex,220/91,Shiny Ultra Rare
Pidgeot ex,221/91,Shiny Ultra Rare
Wigglytuff ex,222/91,Shiny Ultra Rare
Squawkabilly ex,223/91,Shiny Ultra Rare
Wugtrio,224/91,Illustration Rare
Palafin,225/91,Illustration Rare
Pawmi,226/91,Illustration Rare
Clive,227/91,Ultra Rare
Judge,228/91,Ultra Rare
Nemona,229/91,Ultra Rare
Paldean Student,230/91,Ultra Rare
Paldean Student,231/91,Ultra Rare
Mew ex,232/91,Special Illustration Rare
Gardevoir ex,233/91,Special Illustration Rare
Charizard ex,234/91,Special Illustration Rare
Arven,235/91,Special Illustration Rare
Clive,236/91,Special Illustration Rare
Iono,237/91,Special Illustration Rare
Nemona,238/91,Special Illustration Rare
Penny,239/91,Special Illustration Rare
Wo-Chien ex,240/91,Hyper Rare
Chi-Yu ex,241/91,Hyper Rare
Chien-Pao ex,242/91,Hyper Rare
Miraidon ex,243/91,Hyper Rare
Ting-Lu ex,244/91,Hyper Rare
Koraidon ex,245/91,Hyper Rare
