Name,Number,Rarity
Bruxish,200/191,Illustration Rare
Cetitan,201/191,Illustration Rare
Stunfisk,202/191,Illustration Rare
Latios,203/191,Illustration Rare
Mesprit,204/191,Illustration Rare
Phanpy,205/191,Illustration Rare
Vibrava,206/191,Illustration Rare
Clobbopus,207/191,Illustration Rare
Alolan Dugtrio,208/191,Illustration Rare
Skarmory,209/191,Illustration Rare
Flapple,210/191,Illustration Rare
Appletun,211/191,Illustration Rare
Slakoth,212/191,Illustration Rare
Kecleon,213/191,Illustration Rare
Braviary,214/191,Illustration Rare
Durant ex,215/191,Ultra Rare
Scovillain ex,216/191,Ultra Rare
Milotic ex,217/191,Ultra Rare
Black Kyurem ex,218/191,Ultra Rare
Pikachu ex,219/191,Ultra Rare
Latias ex,220/191,Ultra Rare
Palossand ex,221/191,Ultra Rare
Flygon ex,222/191,Ultra Rare
Hydreigon ex,223/191,Ultra Rare
Archaludon ex,224/191,Ultra Rare
Alolan Exeggutor ex,225/191,Ultra Rare
Tatsugiri ex,226/191,Ultra Rare
Slaking ex,227/191,Ultra Rare
Cyclizar ex,228/191,Ultra Rare
Clemont's Quick Wit,229/191,Ultra Rare
Cyrano,230/191,Ultra Rare
Drasna,231/191,Ultra Rare
Drayton,232/191,Ultra Rare
Jasmine's Gaze,233/191,Ultra Rare
Lisia's Appeal,234/191,Ultra Rare
Surfer,235/191,Ultra Rare
Durant ex,236/191,Special Illustration Rare
Milotic ex,237/191,Special Illustration Rare
Pikachu ex,238/191,Special Illustration Rare
Latias ex,239/191,Special Illustration Rare
Hydreigon ex,240/191,Special Illustration Rare
Archaludon ex,241/191,Special Illustration Rare
Alolan Exeggutor ex,242/191,Special Illustration Rare
Clemont's Quick Wit,243/191,Special Illustration Rare
Drayton,244/191,Special Illustration Rare
Jasmine's Gaze,245/191,Special Illustration Rare
Lisia's Appeal,246/191,Special Illustration Rare
Pikachu ex,247/191,Hyper Rare
Alolan Exeggutor ex,248/191,Hyper Rare
Counter Gain,249/191,Hyper Rare
Gravity Mountain,250/191,Hyper Rare
Night Stretcher,251/191,Hyper Rare
Jet Energy,252/191,Hyper Rare
