Name,Number,Rarity
Steven's Metagross ex,145/182,Double Rare
Zamazenta,146/182,Rare
Team Rocket's Rattata,147/182,Common
Team Rocket's Raticate,148/182,Common
Team Rocket's Meowth,149/182,Common
Team Rocket's Persian ex,150/182,Double Rare
Kangaskhan,151/182,Common
Tauros,152/182,Common
Team Rocket's Porygon,153/182,Common
Team Rocket's Porygon2,154/182,Common
Team Rocket's Porygon-Z,155/182,Uncommon
Taillow,156/182,Common
Swellow,157/182,Common
Arven's Skwovet,158/182,Common
Arven's Greedent,159/182,Rare
Squawkabilly,160/182,Common
Arven's Sandwich,161/182,Uncommon
Cynthia's Power Weight,162/182,Uncommon
Emcee's Hype,163/182,Common
Energy Recycler,164/182,Uncommon
Ethan's Adventure,165/182,Uncommon
Granite Cave,166/182,Uncommon
Judge,167/182,Uncommon
Sacred Ash,168/182,Uncommon
Spikemuth Gym,169/182,Uncommon
Team Rocket's Archer,170/182,Uncommon
Team Rocket's Ariana,171/182,Uncommon
Team Rocket's Bother-Bot,172/182,Uncommon
Team Rocket's Factory,173/182,Uncommon
Team Rocket's Giovanni,174/182,Uncommon
Team Rocket's Great Ball,175/182,Uncommon
Team Rocket's Petrel,176/182,Uncommon
Team Rocket's Proton,177/182,Uncommon
Team Rocket's Transceiver,178/182,Uncommon
Team Rocket's Venture Bomb,179/182,Uncommon
Team Rocket's Watchtower,180/182,Uncommon
TM Machine,181/182,Uncommon
Team Rocket's Energy,182/182,Uncommon
Yanma,183/182,Illustration Rare
Cynthia's Roserade,184/182,Illustration Rare
Shaymin,185/182,Illustration Rare
Crustle,186/182,Illustration Rare
Team Rocket's Spidops,187/182,Illustration Rare
Hydrapple,188/182,Illustration Rare
Rapidash,189/182,Illustration Rare
Ethan's Typhlosion,190/182,Illustration Rare
Team Rocket's Houndoom,191/182,Illustration Rare
Blaziken,192/182,Illustration Rare
Misty's Psyduck,193/182,Illustration Rare
Misty's Lapras,194/182,Illustration Rare
Clamperl,195/182,Illustration Rare
Electrike,196/182,Illustration Rare
Rotom,197/182,Illustration Rare
Team Rocket's Orbeetle,198/182,Illustration Rare
Team Rocket's Weezing,199/182,Illustration Rare
Team Rocket's Murkrow,200/182,Illustration Rare
Zamazenta,201/182,Illustration Rare
Team Rocket's Raticate,202/182,Illustration Rare
Team Rocket's Meowth,203/182,Illustration Rare
Kangaskhan,204/182,Illustration Rare
Arven's Greedent,205/182,Illustration Rare
Yanmega ex,206/182,Ultra Rare
Arboliva ex,207/182,Ultra Rare
Team Rocket's Moltres ex,208/182,Ultra Rare
Ethan's Ho-Oh ex,209/182,Ultra Rare
Cetitan ex,210/182,Ultra Rare
Dondozo ex,211/182,Ultra Rare
Electivire ex,212/182,Ultra Rare
Team Rocket's Mewtwo ex,213/182,Ultra Rare
Regirock ex,214/182,Ultra Rare
Cynthia's Garchomp ex,215/182,Ultra Rare
Team Rocket's Nidoking ex,216/182,Ultra Rare
Team Rocket's Crobat ex,217/182,Ultra Rare
Arven's Mabosstiff ex,218/182,Ultra Rare
Team Rocket's Persian ex,219/182,Ultra Rare
Emcee's Hype,220/182,Ultra Rare
Ethan's Adventure,221/182,Ultra Rare
Judge,222/182,Ultra Rare
Team Rocket's Archer,223/182,Ultra Rare
Team Rocket's Ariana,224/182,Ultra Rare
Team Rocket's Giovanni,225/182,Ultra Rare
Team Rocket's Petrel,226/182,Ultra Rare
Team Rocket's Proton,227/182,Ultra Rare
Yanmega ex,228/182,Special Illustration Rare
Team Rocket's Moltres ex,229/182,Special Illustration Rare
Ethan's Ho-Oh ex,230/182,Special Illustration Rare
Team Rocket's Mewtwo ex,231/182,Special Illustration Rare
Cynthia's Garchomp ex,232/182,Special Illustration Rare
Team Rocket's Nidoking ex,233/182,Special Illustration Rare
Team Rocket's Crobat ex,234/182,Special Illustration Rare
Arven's Mabosstiff ex,235/182,Special Illustration Rare
Ethan's Adventure,236/182,Special Illustration Rare
Team Rocket's Ariana,237/182,Special Illustration Rare
Team Rocket's Giovanni,238/182,Special Illustration Rare
Ethan's Ho-Oh ex,239/182,Hyper Rare
Team Rocket's Mewtwo ex,240/182,Hyper Rare
Cynthia's Garchomp ex,241/182,Hyper Rare
Team Rocket's Crobat ex,242/182,Hyper Rare
Jamming Tower,243/182,Hyper Rare
Levincia,244/182,Hyper Rare
