Name,Number,Rarity
Electabuzz,125/165,Common
Magmar,126/165,Common
Pinsir,127/165,Uncommon
Tauros,128/165,Uncommon
Magikarp,129/165,Common
Gyarados,130/165,Rare
Lapras,131/165,Uncommon
Ditto,132/165,Rare
Eevee,133/165,Common
Vaporeon,134/165,Rare
Jolteon,135/165,Rare
Flareon,136/165,Rare
Porygon,137/165,Common
Omanyte,138/165,Uncommon
Omastar,139/165,Rare
Kabuto,140/165,Uncommon
Kabutops,141/165,Rare
Aerodactyl,142/165,Rare
Snorlax,143/165,Uncommon
Articuno,144/165,Rare
Zapdos ex,145/165,Double Rare
Moltres,146/165,Rare
Dratini,147/165,Common
Dragonair,148/165,Uncommon
Dragonite,149/165,Rare
Mewtwo,150/165,Rare
Mew ex,151/165,Double Rare
Antique Dome Fossil,152/165,Common
Antique Helix Fossil,153/165,Common
Antique Old Amber,154/165,Common
Big Air Balloon,155/165,Uncommon
Bill's Transfer,156/165,Uncommon
Cycling Road,157/165,Uncommon
Daisy's Help,158/165,Uncommon
Energy Sticker,159/165,Uncommon
Erika's Invitation,160/165,Uncommon
Giovanni's Charisma,161/165,Uncommon
Grabber,162/165,Uncommon
Leftovers,163/165,Uncommon
Protective Goggles,164/165,Uncommon
Rigid Band,165/165,Uncommon
Bulbasaur,166/165,Illustration Rare
Ivysaur,167/165,Illustration Rare
Charmander,168/165,Illustration Rare
Charmeleon,169/165,Illustration Rare
Squirtle,170/165,Illustration Rare
Wartortle,171/165,Illustration Rare
Caterpie,172/165,Illustration Rare
Pikachu,173/165,Illustration Rare
Nidoking,174/165,Illustration Rare
Psyduck,175/165,Illustration Rare
Poliwhirl,176/165,Illustration Rare
Machoke,177/165,Illustration Rare
Tangela,178/165,Illustration Rare
Mr. Mime,179/165,Illustration Rare
Omanyte,180/165,Illustration Rare
Dragonair,181/165,Illustration Rare
Venusaur ex,182/165,Ultra Rare
Charizard ex,183/165,Ultra Rare
Blastoise ex,184/165,Ultra Rare
Arbok ex,185/165,Ultra Rare
Ninetales ex,186/165,Ultra Rare
Wigglytuff ex,187/165,Ultra Rare
Alakazam ex,188/165,Ultra Rare
Golem ex,189/165,Ultra Rare
Kangaskhan ex,190/165,Ultra Rare
Jynx ex,191/165,Ultra Rare
Zapdos ex,192/165,Ultra Rare
Mew ex,193/165,Ultra Rare
Bill's Transfer,194/165,Ultra Rare
Daisy's Help,195/165,Ultra Rare
Erika's Invitation,196/165,Ultra Rare
Giovanni's Charisma,197/165,Ultra Rare
Venusaur ex,198/165,Special Illustration Rare
Charizard ex,199/165,Special Illustration Rare
Blastoise ex,200/165,Special Illustration Rare
Alakazam ex,201/165,Special Illustration Rare
Zapdos ex,202/165,Special Illustration Rare
Erika's Invitation,203/165,Special Illustration Rare
Giovanni's Charisma,204/165,Special Illustration Rare
Mew ex,205/165,Hyper Rare
Switch,206/165,Hyper Rare
Basic Psychic Energy,207/165,Hyper Rare
