Name,Number,Rarity
Registeel,96/168,Rare
Jirachi ◇,97/168,Rare Prism Star
Heatran,98/168,Rare Holo
Solgaleo,99/168,Rare Holo
Celesteela,100/168,Rare Holo
Kartana,101/168,Rare
Stakataka-GX,102/168,Rare Holo GX
Bagon,103/168,Common
Bagon,104/168,Common
Shelgon,105/168,Uncommon
Salamence,106/168,Rare Holo
Latias ◇,107/168,Rare Prism Star
Latios ◇,108/168,Rare Prism Star
Rayquaza-GX,109/168,Rare Holo GX
Dunsparce,110/168,Uncommon
Wingull,111/168,Common
Pelipper,112/168,Uncommon
Slakoth,113/168,Common
Vigoroth,114/168,Uncommon
Slaking,115/168,Rare Holo
Whismur,116/168,Common
Whismur,117/168,Common
Loudred,118/168,Uncommon
Exploud,119/168,Rare
Skitty,120/168,Common
Delcatty,121/168,Rare Holo
Kecleon,122/168,Uncommon
Acro Bike,123/168,Uncommon
Acro Bike,123a/168,Uncommon
Apricorn Maker,124/168,Uncommon
Beast Ball,125/168,Uncommon
Bill's Maintenance,126/168,Uncommon
Copycat,127/168,Uncommon
Energy Recycle System,128/168,Uncommon
Energy Switch,129/168,Uncommon
Fisherman,130/168,Uncommon
Friend Ball,131/168,Uncommon
Hau,132/168,Uncommon
Hiker,133/168,Uncommon
Hustle Belt,134/168,Uncommon
Last Chance Potion,135/168,Uncommon
Life Herb,136/168,Uncommon
Lisia,137/168,Uncommon
Lure Ball,138/168,Uncommon
The Masked Royal,139/168,Uncommon
PokéNav,140/168,Uncommon
Rainbow Brush,141/168,Uncommon
Rare Candy,142/168,Uncommon
Shrine of Punishment,143/168,Uncommon
Sky Pillar,144/168,Uncommon
Steven's Resolve,145/168,Rare Holo
Super Scoop Up,146/168,Uncommon
Switch,147/168,Uncommon
Tate & Liza,148/168,Uncommon
Tate & Liza,148a/168,Uncommon
TV Reporter,149/168,Uncommon
Underground Expedition,150/168,Uncommon
Rainbow Energy,151/168,Uncommon
Shiftry-GX,152/168,Rare Ultra
Blaziken-GX,153/168,Rare Ultra
Articuno-GX,154/168,Rare Ultra
Electrode-GX,155/168,Rare Ultra
Mr. Mime-GX,156/168,Rare Ultra
Banette-GX,157/168,Rare Ultra
Scizor-GX,158/168,Rare Ultra
Stakataka-GX,159/168,Rare Ultra
Rayquaza-GX,160/168,Rare Ultra
Apricorn Maker,161/168,Rare Ultra
Bill's Maintenance,162/168,Rare Ultra
Copycat,163/168,Rare Ultra
Lisia,164/168,Rare Ultra
Steven's Resolve,165/168,Rare Ultra
Tate & Liza,166/168,Rare Ultra
TV Reporter,167/168,Rare Ultra
Underground Expedition,168/168,Rare Ultra
Shiftry-GX,169/168,Rare Rainbow
Blaziken-GX,170/168,Rare Rainbow
Articuno-GX,171/168,Rare Rainbow
Electrode-GX,172/168,Rare Rainbow
Mr. Mime-GX,173/168,Rare Rainbow
Banette-GX,174/168,Rare Rainbow
Scizor-GX,175/168,Rare Rainbow
Stakataka-GX,176/168,Rare Rainbow
Rayquaza-GX,177/168,Rare Rainbow
Rayquaza-GX,177a/168,Rare Ultra
Acro Bike,178/168,Rare Secret
Hustle Belt,179/168,Rare Secret
Life Herb,180/168,Rare Secret
PokéNav,181/168,Rare Secret
Rainbow Brush,182/168,Rare Secret
Rainbow Energy,183/168,Rare Secret
