Name,Number,Rarity
Dedenne,84/214,Common
Tapu Koko,85/214,Rare Holo
Zeraora-GX,86/214,Rare Holo GX
Natu,87/214,Common
Xatu,88/214,Uncommon
Espeon,89/214,Rare
Unown,90/214,Rare
Unown,91/214,Rare
Unown,92/214,Rare
Wobbuffet,93/214,Rare
Girafarig,94/214,Uncommon
Shedinja,95/214,Rare
Sableye,96/214,Uncommon
Giratina,97/214,Rare Holo
Sigilyph-GX,98/214,Rare Holo GX
Yamask,99/214,Common
Cofagrigus,100/214,Rare
Litwick,101/214,Common
Lampent,102/214,Uncommon
Chandelure,103/214,Rare Holo
Meloetta,104/214,Rare
Mareanie,105/214,Common
Nihilego,106/214,Rare Holo
Poipole,107/214,Common
Naganadel,108/214,Rare Holo
Onix,109/214,Common
Sudowoodo,110/214,Uncommon
Phanpy,111/214,Common
Donphan,112/214,Rare
Hitmontop,113/214,Uncommon
Larvitar,114/214,Common
Larvitar,115/214,Common
Pupitar,116/214,Uncommon
Carbink,117/214,Common
Alolan Meowth,118/214,Common
Alolan Persian,119/214,Rare
Umbreon,120/214,Rare
Tyranitar-GX,121/214,Rare Holo GX
Alolan Diglett,122/214,Common
Alolan Dugtrio,123/214,Uncommon
Forretress,124/214,Rare
Steelix,125/214,Rare
Scizor,126/214,Rare Holo
Dialga,127/214,Rare Holo
Durant,128/214,Common
Cobalion,129/214,Rare Holo
Genesect-GX,130/214,Rare Holo GX
Magearna,131/214,Uncommon
Alolan Ninetales-GX,132/214,Rare Holo GX
Jigglypuff,133/214,Common
Wigglytuff,134/214,Rare
Marill,135/214,Common
Azumarill,136/214,Rare
Snubbull,137/214,Common
Granbull,138/214,Rare
Ralts,139/214,Common
Kirlia,140/214,Uncommon
Gardevoir,141/214,Rare Holo
Dedenne,142/214,Uncommon
Carbink,143/214,Uncommon
Xerneas ◇,144/214,Rare Prism Star
Cutiefly,145/214,Common
Ribombee,146/214,Rare
Morelull,147/214,Common
Shiinotic,148/214,Uncommon
Mimikyu-GX,149/214,Rare Holo GX
Tapu Lele,150/214,Rare Holo
Tapu Fini,151/214,Rare Holo
Chansey,152/214,Common
Blissey,153/214,Rare Holo
Ditto ◇,154/214,Rare Prism Star
Eevee,155/214,Common
Stantler,156/214,Uncommon
Smeargle,157/214,Rare
Miltank,158/214,Rare
Lugia-GX,159/214,Rare Holo GX
Ho-Oh,160/214,Rare
Kecleon,161/214,Uncommon
Kecleon,162/214,Uncommon
Pikipek,163/214,Common
Pikipek,164/214,Common
Trumbeak,165/214,Uncommon
Toucannon,166/214,Rare
Adventure Bag,167/214,Uncommon
Aether Foundation Employee,168/214,Uncommon
Choice Helmet,169/214,Uncommon
Counter Gain,170/214,Uncommon
Custom Catcher,171/214,Uncommon
Electropower,172/214,Uncommon
Electropower,172a/214,Uncommon
Faba,173/214,Uncommon
Fairy Charm Grass,174/214,Uncommon
Fairy Charm Psychic,175/214,Uncommon
Fairy Charm Fighting,176/214,Uncommon
Fairy Charm Dragon,177/214,Uncommon
Heat Factory ◇,178/214,Rare Prism Star
Kahili,179/214,Uncommon
Life Forest ◇,180/214,Rare Prism Star
Lost Blender,181/214,Uncommon
Lusamine ◇,182/214,Rare Prism Star
Mina,183/214,Uncommon
Mixed Herbs,184/214,Uncommon
Moomoo Milk,185/214,Uncommon
Morty,186/214,Uncommon
Net Ball,187/214,Uncommon
Net Ball,187a/214,Uncommon
Professor Elm's Lecture,188/214,Uncommon
Professor Elm's Lecture,188a/214,Uncommon
Sightseer,189/214,Uncommon
Sightseer,189a/214,Uncommon
Spell Tag,190/214,Uncommon
Thunder Mountain ◇,191/214,Rare Prism Star
Wait and See Hammer,192/214,Uncommon
Whitney,193/214,Uncommon
Memory Energy,194/214,Uncommon
Shuckle-GX,195/214,Rare Ultra
Sceptile-GX,196/214,Rare Ultra
Virizion-GX,197/214,Rare Ultra
Magcargo-GX,198/214,Rare Ultra
Blacephalon-GX,199/214,Rare Ultra
Suicune-GX,200/214,Rare Ultra
Zeraora-GX,201/214,Rare Ultra
Sigilyph-GX,202/214,Rare Ultra
Tyranitar-GX,203/214,Rare Ultra
Genesect-GX,204/214,Rare Ultra
Alolan Ninetales-GX,205/214,Rare Ultra
Mimikyu-GX,206/214,Rare Ultra
Lugia-GX,207/214,Rare Ultra
Faba,208/214,Rare Ultra
Judge,209/214,Rare Ultra
Kahili,210/214,Rare Ultra
Mina,211/214,Rare Ultra
Morty,212/214,Rare Ultra
Professor Elm's Lecture,213/214,Rare Ultra
Whitney,214/214,Rare Ultra
Shuckle-GX,215/214,Rare Rainbow
Sceptile-GX,216/214,Rare Rainbow
Virizion-GX,217/214,Rare Rainbow
Magcargo-GX,218/214,Rare Rainbow
Blacephalon-GX,219/214,Rare Rainbow
Suicune-GX,220/214,Rare Rainbow
Zeraora-GX,221/214,Rare Rainbow
Sigilyph-GX,222/214,Rare Rainbow
Tyranitar-GX,223/214,Rare Rainbow
Genesect-GX,224/214,Rare Rainbow
Alolan Ninetales-GX,225/214,Rare Rainbow
Mimikyu-GX,226/214,Rare Rainbow
Lugia-GX,227/214,Rare Rainbow
Adventure Bag,228/214,Rare Secret
Choice Helmet,229/214,Rare Secret
Counter Gain,230/214,Rare Secret
Custom Catcher,231/214,Rare Secret
Electropower,232/214,Rare Secret
Lost Blender,233/214,Rare Secret
Net Ball,234/214,Rare Secret
Spell Tag,235/214,Rare Secret
Wait and See Hammer,236/214,Rare Secret
