Name,Number,Rarity
Gumshoos-GX,110/149,Rare Holo GX
Stufful,111/149,Common
Bewear,112/149,Rare
Oranguru,113/149,Rare Holo
Big Malasada,114/149,Uncommon
Crushing Hammer,115/149,Uncommon
Energy Retrieval,116/149,Uncommon
Energy Switch,117/149,Uncommon
Exp. Share,118/149,Uncommon
Great Ball,119/149,Uncommon
Hau,120/149,Uncommon
Ilima,121/149,Uncommon
Lillie,122/149,Uncommon
Nest Ball,123/149,Uncommon
Poison Barb,124/149,Uncommon
Poké Ball,125/149,Uncommon
Pokémon Catcher,126/149,Uncommon
Potion,127/149,Uncommon
Professor Kukui,128/149,Uncommon
Rare Candy,129/149,Uncommon
Repel,130/149,Uncommon
Rotom Dex,131/149,Uncommon
Switch,132/149,Uncommon
Team Skull Grunt,133/149,Uncommon
Timer Ball,134/149,Uncommon
Ultra Ball,135/149,Uncommon
Double Colorless Energy,136/149,Uncommon
Rainbow Energy,137/149,Uncommon
Lurantis-GX,138/149,Rare Ultra
Lapras-GX,139/149,Rare Ultra
Espeon-GX,140/149,Rare Ultra
Lunala-GX,141/149,Rare Ultra
Umbreon-GX,142/149,Rare Ultra
Solgaleo-GX,143/149,Rare Ultra
Tauros-GX,144/149,Rare Ultra
Gumshoos-GX,145/149,Rare Ultra
Ilima,146/149,Rare Ultra
Lillie,147/149,Rare Ultra
Professor Kukui,148/149,Rare Ultra
Team Skull Grunt,149/149,Rare Ultra
Lurantis-GX,150/149,Rare Rainbow
Lapras-GX,151/149,Rare Rainbow
Espeon-GX,152/149,Rare Rainbow
Lunala-GX,153/149,Rare Rainbow
Umbreon-GX,154/149,Rare Rainbow
Solgaleo-GX,155/149,Rare Rainbow
Tauros-GX,156/149,Rare Rainbow
Gumshoos-GX,157/149,Rare Rainbow
Nest Ball,158/149,Rare Secret
Rotom Dex,159/149,Rare Secret
Switch,160/149,Rare Secret
Ultra Ball,161/149,Rare Secret
Psychic Energy,162/149,Rare Secret
Metal Energy,163/149,Rare Secret
Grass Energy,164/149,Common
Fire Energy,165/149,Common
Water Energy,166/149,Common
Lightning Energy,167/149,Common
Psychic Energy,168/149,Common
Fighting Energy,169/149,Common
Darkness Energy,170/149,Common
Metal Energy,171/149,Common
Fairy Energy,172/149,Common
