Name,Number,Rarity
Salazzle-GX,132/147,Rare Ultra
Tapu Fini-GX,133/147,Rare Ultra
Necrozma-GX,134/147,Rare Ultra
Machamp-GX,135/147,Rare Ultra
Lycanroc-GX,136/147,Rare Ultra
Marshadow-GX,137/147,Rare Ultra
Alolan Muk-GX,138/147,Rare Ultra
Darkrai-GX,139/147,Rare Ultra
Gardevoir-GX,140/147,Rare Ultra
Noivern-GX,141/147,Rare Ultra
Acerola,142/147,Rare Ultra
Guzma,143/147,Rare Ultra
Kiawe,144/147,Rare Ultra
Plumeria,145/147,Rare Ultra
Sophocles,146/147,Rare Ultra
Wicke,147/147,Rare Ultra
Golisopod-GX,148/147,Rare Rainbow
Tapu Bulu-GX,149/147,Rare Rainbow
Charizard-GX,150/147,Rare Rainbow
Salazzle-GX,151/147,Rare Rainbow
Tapu Fini-GX,152/147,Rare Rainbow
Necrozma-GX,153/147,Rare Rainbow
Machamp-GX,154/147,Rare Rainbow
Lycanroc-GX,155/147,Rare Rainbow
Marshadow-GX,156/147,Rare Rainbow
Alolan Muk-GX,157/147,Rare Rainbow
Darkrai-GX,158/147,Rare Rainbow
Gardevoir-GX,159/147,Rare Rainbow
Noivern-GX,160/147,Rare Rainbow
Bodybuilding Dumbbells,161/147,Rare Secret
Choice Band,162/147,Rare Secret
Escape Rope,163/147,Rare Secret
Multi Switch,164/147,Rare Secret
Rescue Stretcher,165/147,Rare Secret
Super Scoop Up,166/147,Rare Secret
Fire Energy,167/147,Rare Secret
Darkness Energy,168/147,Rare Secret
Fairy Energy,169/147,Rare Secret
