Name,Number,Rarity
Fairy Charm Ability,171/214,Uncommon
Fairy Charm Lightning,172/214,Uncommon
Fire Crystal,173/214,Uncommon
Giovanni's Exile,174/214,Uncommon
Green's Exploration,175/214,Uncommon
Janine,176/214,Uncommon
Koga's Trap,177/214,Uncommon
Lt. Surge's Strategy,178/214,Uncommon
Martial Arts Dojo,179/214,Uncommon
Metal Core Barrier,180/214,Uncommon
Molayne,181/214,Uncommon
Pokégear 3.0,182/214,Uncommon
Pokégear 3.0,182a/214,Uncommon
Pokégear 3.0,182b/214,Uncommon
Power Plant,183/214,Uncommon
Red's Challenge,184/214,Rare Holo
Samson Oak,185/214,Uncommon
Stealthy Hood,186/214,Uncommon
Surprise Box,187/214,Uncommon
Ultra Forest Kartenvoy,188/214,Uncommon
Welder,189/214,Uncommon
Welder,189a/214,Uncommon
Triple Acceleration Energy,190/214,Uncommon
Pheromosa & Buzzwole-GX,191/214,Rare Ultra
Pheromosa & Buzzwole-GX,192/214,Rare Ultra
Venomoth-GX,193/214,Rare Ultra
Reshiram & Charizard-GX,194/214,Rare Ultra
Dedenne-GX,195/214,Rare Ultra
Dedenne-GX,195a/214,Rare Ultra
Muk & Alolan Muk-GX,196/214,Rare Ultra
Muk & Alolan Muk-GX,197/214,Rare Ultra
Marshadow & Machamp-GX,198/214,Rare Ultra
Marshadow & Machamp-GX,199/214,Rare Ultra
Greninja & Zoroark-GX,200/214,Rare Ultra
Greninja & Zoroark-GX,201/214,Rare Ultra
Honchkrow-GX,202/214,Rare Ultra
Lucario & Melmetal-GX,203/214,Rare Ultra
Gardevoir & Sylveon-GX,204/214,Rare Ultra
Gardevoir & Sylveon-GX,205/214,Rare Ultra
Whimsicott-GX,206/214,Rare Ultra
Persian-GX,207/214,Rare Ultra
Celesteela-GX,208/214,Rare Ultra
Green's Exploration,209/214,Rare Ultra
Janine,210/214,Rare Ultra
Koga's Trap,211/214,Rare Ultra
Molayne,212/214,Rare Ultra
Red's Challenge,213/214,Rare Ultra
Welder,214/214,Rare Ultra
Pheromosa & Buzzwole-GX,215/214,Rare Rainbow
Venomoth-GX,216/214,Rare Rainbow
Reshiram & Charizard-GX,217/214,Rare Rainbow
Blastoise-GX,218/214,Rare Rainbow
Dedenne-GX,219/214,Rare Rainbow
Muk & Alolan Muk-GX,220/214,Rare Rainbow
Marshadow & Machamp-GX,221/214,Rare Rainbow
Greninja & Zoroark-GX,222/214,Rare Rainbow
Honchkrow-GX,223/214,Rare Rainbow
Lucario & Melmetal-GX,224/214,Rare Rainbow
Gardevoir & Sylveon-GX,225/214,Rare Rainbow
Whimsicott-GX,226/214,Rare Rainbow
Persian-GX,227/214,Rare Rainbow
Celesteela-GX,228/214,Rare Rainbow
Beast Bringer,229/214,Rare Secret
Electromagnetic Radar,230/214,Rare Secret
Fire Crystal,231/214,Rare Secret
Metal Core Barrier,232/214,Rare Secret
Pokégear 3.0,233/214,Rare Secret
Triple Acceleration Energy,234/214,Rare Secret
