Name,Number,Rarity
Tapu Lele-GX,60a/145,Rare Holo GX
Lunala,61/145,Rare
Machop,62/145,Common
Machop,63/145,Common
Machoke,64/145,Uncommon
Machamp,65/145,Rare Holo
Sudowoodo,66/145,Uncommon
Gligar,67/145,Common
Gliscor,68/145,Uncommon
Nosepass,69/145,Common
Barboach,70/145,Common
Whiscash,71/145,Rare
Pancham,72/145,Common
Rockruff,73/145,Common
Lycanroc-GX,74/145,Rare Holo GX
Mudbray,75/145,Common
Mudsdale,76/145,Rare Holo
Minior,77/145,Rare Holo
Murkrow,78/145,Common
Honchkrow,79/145,Rare
Sableye,80/145,Uncommon
Absol,81/145,Rare Holo
Pangoro,82/145,Rare
Beldum,83/145,Common
Metang,84/145,Uncommon
Metagross-GX,85/145,Rare Holo GX
Probopass,86/145,Rare
Solgaleo,87/145,Rare
Clefairy,88/145,Common
Clefable,89/145,Uncommon
Cottonee,90/145,Common
Whimsicott,91/145,Uncommon
Sylveon-GX,92/145,Rare Holo GX
Sylveon-GX,92a/145,Rare Holo GX
Comfey,93/145,Rare Holo
Goomy,94/145,Common
Sliggoo,95/145,Uncommon
Goodra,96/145,Rare Holo
Drampa,97/145,Rare Holo
Jangmo-o,98/145,Common
Hakamo-o,99/145,Uncommon
Kommo-o-GX,100/145,Rare Holo GX
Chansey,101/145,Common
Blissey,102/145,Rare Holo
Taillow,103/145,Common
Swellow,104/145,Rare
Castform,105/145,Common
Rayquaza,106/145,Rare
Patrat,107/145,Common
Watchog,108/145,Uncommon
Fletchling,109/145,Common
Fletchinder,110/145,Uncommon
Talonflame,111/145,Rare
Stufful,112/145,Common
Bewear,113/145,Uncommon
Komala,114/145,Uncommon
Drampa-GX,115/145,Rare Holo GX
Aether Paradise Conservation Area,116/145,Uncommon
Altar of the Moone,117/145,Uncommon
Altar of the Sunne,118/145,Uncommon
Aqua Patch,119/145,Uncommon
Brooklet Hill,120/145,Uncommon
Choice Band,121/145,Uncommon
Choice Band,121a/145,Uncommon
Energy Loto,122/145,Uncommon
Energy Recycler,123/145,Uncommon
Enhanced Hammer,124/145,Uncommon
Enhanced Hammer,124a/145,Uncommon
Field Blower,125/145,Uncommon
Field Blower,125a/145,Uncommon
Hala,126/145,Uncommon
Mallow,127/145,Uncommon
Max Potion,128/145,Uncommon
Max Potion,128a/145,Uncommon
Multi Switch,129/145,Uncommon
Rescue Stretcher,130/145,Uncommon
Rescue Stretcher,130a/145,Uncommon
Turtonator-GX,131/145,Rare Ultra
Alolan Ninetales-GX,132/145,Rare Ultra
Wishiwashi-GX,133/145,Rare Ultra
Vikavolt-GX,134/145,Rare Ultra
Tapu Koko-GX,135/145,Rare Ultra
Toxapex-GX,136/145,Rare Ultra
Tapu Lele-GX,137/145,Rare Ultra
Lycanroc-GX,138/145,Rare Ultra
Metagross-GX,139/145,Rare Ultra
Sylveon-GX,140/145,Rare Ultra
Kommo-o-GX,141/145,Rare Ultra
Drampa-GX,142/145,Rare Ultra
Hala,143/145,Rare Ultra
Hau,144/145,Rare Ultra
Mallow,145/145,Rare Ultra
Decidueye-GX,146/145,Rare Rainbow
Incineroar-GX,147/145,Rare Rainbow
Turtonator-GX,148/145,Rare Rainbow
Primarina-GX,149/145,Rare Rainbow
Alolan Ninetales-GX,150/145,Rare Rainbow
Wishiwashi-GX,151/145,Rare Rainbow
Vikavolt-GX,152/145,Rare Rainbow
Tapu Koko-GX,153/145,Rare Rainbow
Toxapex-GX,154/145,Rare Rainbow
Tapu Lele-GX,155/145,Rare Rainbow
Lycanroc-GX,156/145,Rare Rainbow
Metagross-GX,157/145,Rare Rainbow
Metagross-GX,157a/145,Rare Ultra
Sylveon-GX,158/145,Rare Rainbow
Kommo-o-GX,159/145,Rare Rainbow
Drampa-GX,160/145,Rare Rainbow
Aqua Patch,161/145,Rare Secret
Enhanced Hammer,162/145,Rare Secret
Field Blower,163/145,Rare Secret
Max Potion,164/145,Rare Secret
Rare Candy,165/145,Rare Secret
Double Colorless Energy,166/145,Rare Secret
Grass Energy,167/145,Rare Secret
Lightning Energy,168/145,Rare Secret
Fighting Energy,169/145,Rare Secret
